doc_id,url,cache,text version,nature,published_datapolitics,entity_datapolitics,entity_type_datapolitics
2459/7b13f_PROCES1.pdf,https://www.comcomabc.fr/wp-content/uploads/2023/04/PROCES1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2459/7b13f_PROCES1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2459/7b13f_PROCES1.pdf.txt,pv.cr,07/02/2023,CC Arnon Boischaut Cher,Intercommunalité
679/864c8_ca.pdf,https://www.rosnysousbois.fr/wp-content/uploads/2023/02/ca.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/679/864c8_ca.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/679/864c8_ca.pdf.txt,acte.delib,17/02/2023,Rosny-sous-Bois,Commune
647/bb73f_CR_16_02_23.pdf,https://www.ville-cachan.fr/images/5-CACHAN_CITOYENNE/5-1Vie-municipale/Conseil-municipal/PV_CM/2023/CR_16_02_23.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/647/bb73f_CR_16_02_23.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/647/bb73f_CR_16_02_23.pdf.txt,pv.cr,16/02/2023,Cachan,Commune
669/9b3d1_7-Procs-verbal_20230220.pdf,https://www.puygouzon.fr/wp-content/uploads/2021/05/7-Procs-verbal_20230220.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/669/9b3d1_7-Procs-verbal_20230220.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/669/9b3d1_7-Procs-verbal_20230220.pdf.txt,pv.cr,20/02/2023,Puygouzon,Commune
1564/bbd68_DELIB_13-02-2023.pdf,http://www.labastide-st-pierre.fr/fileadmin/Collectivites/La_Bastide_Saint_Pierre/Les_fichiers_du_site/PDF/Conseil_Municipal/DELIB_13-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1564/bbd68_DELIB_13-02-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1564/bbd68_DELIB_13-02-2023.pdf.txt,acte.delib,13/02/2023,Labastide-Saint-Pierre,Commune
1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://www.ville-sevran.fr/sites/default/files/001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1408/f18a3_001_-_ag_-_02_-_proces-verbal_du_conseil_municipal_du_14_fevrier_2023.pdf.txt,pv.full,14/02/2023,Sevran,Commune
1058/fb940_2023.020.pdf,https://www.ermont.fr/fileadmin/www.ermont.fr/MEDIA/En_1_clic/Deliberations/Conseil_municipal_du_17_fevrier_2023/2023.020.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1058/fb940_2023.020.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1058/fb940_2023.020.pdf.txt,acte.arrete,17/02/2023,Ermont,Commune
6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr,https://arthun.fr/wp-content/uploads/sites/436/2018/08/1.-PV-CM-10-fevrier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6923/286725f7c8b8f01f9bf7471c9c3ebe724a69fdc4_1.-PV-CM-10-fevr.txt,pv.cr,10/02/2023,Arthun,Commune
1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02,https://www.billere.fr/wp-content/uploads/2023/03/Annexes-CM-28-02-23-tampon-1.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1630/948cddab8040efebdb3d903ff5423d78b91411e3_Annexes-CM-28-02.txt,acte.delib,28/02/2023,Billère,Commune
1220/55539_pv30012023-signe.pdf,https://www.lachatre.fr/images/common/pdf/52/pv30012023-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1220/55539_pv30012023-signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1220/55539_pv30012023-signe.pdf.txt,dlao.autres,30/01/2023,La Châtre,Commune
693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf,http://www.bagneux92.fr/images/1-Decouvrir/actes_admin_demat/budget/RAPPORT_BP_2023_COMMUNE.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/693/f5db7_RAPPORT_BP_2023_COMMUNE.pdf.txt,bdj,01/01/2023,Bagneux,Commune
5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf,https://chennevieres.com/fileadmin/Democratie_locale/Fichiers-Democratie_locale/Reunion_CQ_Moulin_10_01_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/5095/c7d5c_Reunion_CQ_Moulin_10_01_2023.pdf.txt,pv.cr,10/01/2023,Chennevières-sur-Marne,Commune
295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf,http://www.champignysurmarne.fr/sites/default/files/media/documents/liste_des_deliberations_cm_25.01.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/295/c2b84_liste_des_deliberations_cm_25.01.2023.pdf.txt,pv.cr,25/01/2023,Champigny-sur-Marne,Commune
3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://www.rhin-vignoble-grandballon.fr/wp-content/uploads/2023/01/TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3031/415be_TOME-3_Plan-dactions-Suivi-Evaluation-PCAET_VF_janv-2023.pdf.txt,acte.delib,12/01/2023,CC de la Région de Guebwiller,Intercommunalité
3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://www.rhin-vignoble-grandballon.fr/wp-content/uploads/2023/01/TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3031/86c1c_TOME-6_RNT_EES_PCAET_VF_janv-2023.pdf.txt,acte.delib,12/01/2023,CC de la Région de Guebwiller,Intercommunalité
3166/f26df_cpcd.20230126.01-02_d.pdf,https://seinesaintdenis.fr/IMG/pdf/cpcd.20230126.01-02_d.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3166/f26df_cpcd.20230126.01-02_d.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3166/f26df_cpcd.20230126.01-02_d.pdf.txt,pv.cr,26/01/2023,Seine-Saint-Denis,Conseil départemental
2432/1775c_Couvron-2-Règlement.pdf,https://paysdelaserre.fr/wp-content/uploads/2023/01/Couvron-2-Règlement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2432/1775c_Couvron-2-Règlement.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2432/1775c_Couvron-2-Règlement.pdf.txt,dlao.autres,01/01/2023,CC du Pays de la Serre,Intercommunalité
2563/8edbb_BA.pdf,https://www.pays-chataigneraie.fr/medias/2023/08/BA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2563/8edbb_BA.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2563/8edbb_BA.pdf.txt,acte.delib,14/01/2023,CC du Pays de la Châtaigneraie,Intercommunalité
1450/ec09e_01 PV conseil municipal du 1er février 2023.pdf,https://www.saint-medard-en-jalles.fr/storage/attachments/uploads/01 PV conseil municipal du 1er février 2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1450/ec09e_01 PV conseil municipal du 1er février 2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1450/ec09e_01 PV conseil municipal du 1er février 2023.pdf.txt,pv.full,24/01/2023,Saint-Médard-en-Jalles,Commune
833/dbf4f_PV-30-01-2023-vaml.pdf,https://grigny91.fr/wp-content/uploads/2023/07/PV-30-01-2023-vaml.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/833/dbf4f_PV-30-01-2023-vaml.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/833/dbf4f_PV-30-01-2023-vaml.pdf.txt,pv.full,30/01/2023,Grigny,Commune
931/66a48_1-PV-CM-19-janv-2023.pdf,http://decazeville.fr/files/1-PV-CM-19-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/931/66a48_1-PV-CM-19-janv-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/931/66a48_1-PV-CM-19-janv-2023.pdf.txt,pv.cr,19/01/2023,Decazeville,Commune
600/31c77_CM_20230126_point9b.pdf,http://www.illkirch.eu/wp-content/uploads/conseil-municipal/CM_20230126/CM_20230126_point9b.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/600/31c77_CM_20230126_point9b.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/600/31c77_CM_20230126_point9b.pdf.txt,pv.cr,26/01/2023,Illkirch-Graffenstaden,Commune
2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://www.charlieubelmont.com/Data/downloads/Article/8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2120/6aa7b_8979238261_1352_pv-conseil-19-janvier-2023.pdf.txt,pv.cr,19/01/2023,CC Charlieu-Belmont,Intercommunalité
6608/8e06f_Deliberations-du-23-janvier-2023.pdf,https://www.saintphilbertdebouaine.fr/wp-content/uploads/sites/11/2023/02/Deliberations-du-23-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6608/8e06f_Deliberations-du-23-janvier-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6608/8e06f_Deliberations-du-23-janvier-2023.pdf.txt,acte.delib,23/01/2023,Saint-Philbert-de-Bouaine,Commune
6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-,https://www.correze.gouv.fr/contenu/telechargement/27034/198809/file/recueil-19-2023-005-recueil-des-actes-administratifs.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6763/bb9f0990f8ed563f586d881c42df16d7df699606_recueil-19-2023-.txt,acte.arrete,13/01/2023,Préfecture - Corrèze,Préfecture
6767/0ae0df0f3596ad4687621b7753a150fe55e75883_Janvier 1-15.pdf,https://www.creuse.gouv.fr/contenu/telechargement/17596/121711/file/Janvier 1-15.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/6767/0ae0df0f3596ad4687621b7753a150fe55e75883_Janvier 1-15.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/6767/0ae0df0f3596ad4687621b7753a150fe55e75883_Janvier 1-15.pdf.txt,acte.arrete,16/01/2023,Préfecture - Creuse,Préfecture
1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://sebazac-concoures.fr/wp-content/uploads/2023/03/2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1555/264e4_2023-MARS-2023-PROCES-VERBAL-CONSEIL-MUNICIPAL.pdf.txt,pv.cr,23/03/2023,Sébazac-Concourès,Commune
2212/df590_CCPF_RSanc_approuve.pdf,https://www.cc-paysdefayence.fr/wp-content/uploads/2023/03/CCPF_RSanc_approuve.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2212/df590_CCPF_RSanc_approuve.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2212/df590_CCPF_RSanc_approuve.pdf.txt,acte.arrete,01/03/2023,CC du Pays de Fayence,Intercommunalité
1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://www.pessac.fr/fileadmin/medias/Publications/conseils-municipaux-2023/proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1565/3f5f0_proces-verbal-signe-conseil-municipal-pessac-21-mars-2023.pdf.txt,pv.full,21/03/2023,Pessac,Commune
1767/26b1d_cms_viewFile.php,http://www.annecy.fr/cms_viewFile.php?idtf=13779&path=CM-2023-03-27-PV.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1767/26b1d_cms_viewFile.php,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1767/26b1d_cms_viewFile.php.txt,pv.full,27/03/2023,Annecy,Commune
713/46f28_Comptes-Administratifs-2022-Mairie-dOlemps.pdf,https://www.olemps.fr/uploads/sites/95/2023/03/Comptes-Administratifs-2022-Mairie-dOlemps.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/713/46f28_Comptes-Administratifs-2022-Mairie-dOlemps.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/713/46f28_Comptes-Administratifs-2022-Mairie-dOlemps.pdf.txt,pv.cr,01/03/2023,Olemps,Commune
2983/5742b_PV-conseil-communautaire-13-03-2023.pdf,http://www.coeurdebrenne.fr/fileadmin/pdf/deliberations/2023/PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2983/5742b_PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2983/5742b_PV-conseil-communautaire-13-03-2023.pdf.txt,pv.cr,13/03/2023,CC Coeur de Brenne,Intercommunalité
1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign,https://www.cc-outreforet.fr/wp-content/uploads/2024/02/PV_20240221_signe.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1989/75e1e6b1c9b5260e4fd9f4f39afb5a06dfe645b5_PV_20240221_sign.txt,pv.cr,21/02/2024,CC de l'Outre-Forêt,Intercommunalité
2983/96034_PV-conseil-communautaire-13-03-2023.pdf,https://www.coeurdebrenne.fr/fileadmin/pdf/deliberations/2023/PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2983/96034_PV-conseil-communautaire-13-03-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2983/96034_PV-conseil-communautaire-13-03-2023.pdf.txt,pv.cr,13/03/2023,CC Coeur de Brenne,Intercommunalité
3018/850b0_q3kp6xirfjcdv2.pdf,http://cdn2_3.reseaudesintercoms.fr/cities/39/documents/q3kp6xirfjcdv2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/3018/850b0_q3kp6xirfjcdv2.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/3018/850b0_q3kp6xirfjcdv2.pdf.txt,pv.cr,27/03/2023,CA Étampois Sud Essonne,Intercommunalité
2965/18c3595af8e450d0b8afffe9827a617fcfa8450f_Rapport%20de%20P,https://www.pevelecarembault.fr/sites/default/files/2023-04/Rapport%20de%20Pr%C3%A9sentation%20Tome%201%20Approuv%C3%A9.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2965/18c3595af8e450d0b8afffe9827a617fcfa8450f_Rapport%20de%20P,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2965/18c3595af8e450d0b8afffe9827a617fcfa8450f_Rapport%20de%20P.txt,acte.delib,29/03/2023,CC Pévèle-Carembault,Intercommunalité
2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut,https://www.pevelecarembault.fr/sites/default/files/2023-03/bureau_communautaire_-_releve_de_decisions_du_6_mars_2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/2965/633501850822032783ac997e7836e24bfc6264eb_bureau_communaut.txt,pv.cr,06/03/2023,CC Pévèle-Carembault,Intercommunalité
1970/5011763f908fe9bdec498bdf9cb1517bb66fbb56_PV%20CC%20du%203,https://www.pau.fr/sites/default/files/media/document/2024-01/PV%20CC%20du%2030%20mars%202023_compressed.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1970/5011763f908fe9bdec498bdf9cb1517bb66fbb56_PV%20CC%20du%203,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1970/5011763f908fe9bdec498bdf9cb1517bb66fbb56_PV%20CC%20du%203.txt,pv.cr,30/03/2023,Pau,Commune
1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du,https://ville-figeac.fr/download/6599/2023/52975/proces-verbal-du-13-mars-2023.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/1843/3ebe32039c9e85a684615399f53cb9be2c8b961b_proces-verbal-du.txt,pv.full,13/03/2023,Figeac,Commune
4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf,https://www.ville-gallardon.fr/wp-content/uploads/2023/03/reglementPLU.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf,https://datapolitics-public.s3.gra.io.cloud.ovh.net/LORIA/txt/4039/1cc9a1365b42da090209998401bdc104826d7537_reglementPLU.pdf.txt,dlao.autres,01/03/2023,Gallardon,Commune
